1,"You can’t stop the change, any more than you can stop the suns from setting. – Shmi Skywalker"
1,"In time, the suffering of your people will persuade you to see our point of view. – Nute Gunray"
1,"When gone am I, the last of the Jedi will you be. The Force runs strong in your family. Pass on what you have learned. – Yoda"
1,We must keep our faith in the Republic. The day we stop believing democracy can work is the day we lose it. – Queen Jamillia
1,"Well, if droids could think, there’d be none of us here, would there? – Obi-Wan Kenobi"
1,I’m just a simple man trying to make my way in the universe. – Jango Fett
1,What if I told you that the Republic was now under the control of a Dark Lord of the Sith? – Count Dooku
1,The dark side of the Force is a pathway to many abilities some consider to be unnatural. – Chancellor Palpatine
1,"You are the Chosen One. You have brought balance to this world. Stay on this path, and you will do it again for the galaxy. But beware your heart. – The Father"
1,"If you define yourself by your power to take life, your desire to dominate, to possess, then you have nothing. – Obi-Wan Kenobi"
1,"To die for one’s people is a great sacrifice. To live for one’s people, an even greater sacrifice. I choose to live for my people. – Riyo Chuchi"
1,"Remember, my dear Obi-Wan. I’ve loved you always. I always will. – Duchess Satine Kryze"
1,"The Sith killed each other, victims of their own greed. But from the ashes of their destruction, I was the last survivor. – Darth Bane"
1,"You know, no matter how much we fought, I’ve always hated watching you leave. – Leia Organa"
1,"Oh, my dear friend. How I’ve missed you. – C-3PO"
1,I’m one with the Force. The Force is with me. – Chirrut Îmwe
1,"Every time I walked away from something I wanted to forget, I told myself it was for a cause that I believed in. A cause that was worth it. Without that, we’re lost. – Cassian Andor"
1,Someday I will be the most powerful Jedi ever. – Anakin Skywalker
1,If you strike me down I shall become more powerful than you can possibly imagine. – Obi-Wan Kenobi
1,At last we will reveal ourselves to the Jedi. At last we will have revenge. – Darth Maul
1,"I’ve been waiting for you, Obi-Wan. We meet again, at last. The circle is now complete. When I left you, I was but the learner; now I am the master. – Darth Vader"
1,"Luke, you can destroy the Emperor. He has foreseen this. It is your destiny. Join me, and together we can rule the galaxy as father and son. – Darth Vader"
1,Train yourself to let go of everything you fear to lose. – Yoda
1,I have taught you everything I know. And you have become a far greater Jedi than I could ever hope to be. – Obi-Wan Kenobi
1,"Search your feelings, you know you to be true. – Darth Vader"
1,Don’t be too proud of this technological terror you’ve constructed. The ability to destroy a planet is insignificant next to the power of the Force. – Darth Vader
1,"You’re coming with me. I’ll not leave you here, I’ve got to save you. – Luke Skywalker"
1,"My ally is the Force, and a powerful ally it is. – Yoda"
1,I fear nothing. For all is as the Force wills it. – Chirrut Imwe
1,"You were the chosen one! It was said that you would destroy the Sith, not join them. You were to bring balance to the force, not leave it in darkness. – Obi-Wan Kenobi"
1,Be careful not to choke on your aspirations. – Darth Vader
1,"Hello. I don’t believe we have been introduced. R2-D2? A pleasure to meet you. I am C-3PO, Human-Cyborg Relations. – C-3PO"
1,Always in motion is the future. – Yoda
1,Women always figure out the truth. Always. – Han Solo
1,"You may dispense with the pleasantries, Commander. I am here to put you back on schedule. – Darth Vader"
1,You serve your master well. And you will be rewarded. – Luke Skywalker
1,Sometimes we must let go of our pride and do what is requested of us. – Padme Amidala
1,"Oh no, my young Jedi. You will find that it is you who are mistaken, about a great many things. – The Emperor"
1,"Don’t call me a mindless philosopher, you overweight glob of grease. – C-3PO"
1,Many of the truths that we cling to depend on our point of view. – Obi Wan
1,You are unwise to lower your defenses! – Darth Vader
1,"When 900 years old, you reach… Look as good, you will not. – Yoda"
1,"Something inside me has always been there, but now it’s awake. – Rey"
1,Truly wonderful the mind of a child is. – Yoda
1,"You don’t know how hard I found it, signing the order to terminate your life. – Grand Moff Tarkin"
1,"Now, be brave and don’t look back. Don’t look back. – Shmi Skywalker"
1,"I sense great fear in you, Skywalker. You have hate. You have anger. But you don’t use them. – Count Dooku"
1,Much to learn you still have… my old Padawan. – Yoda
1,Master Yoda says I should be mindful of the future… but not at the expense of the moment. – Qui Gon Jinn
1,Death is a natural part of life. Rejoice for those around you who transform into the Force. – Yoda
1,"The Force is strong with you. A powerful Sith you will become. Henceforth, you shall be known as Darth… Vader. – Emperor Palpatine"
1,Let the past die. Kill it if you have to. – Kylo Ren
1,Oh my. Space travel sound rather perilous. I can assure you they will never get me on one of those dreadful Star Ships. – C-3P0
1,"He is as clumsy as he is stupid. General, prepare your troops for a surface attack. – Darth Vader"
1,"Luke, I don’t want to lose you to the Emperor the way I lost Vader. – Obi-wan Kenobi"
1,You look absolutely beautiful. You truly belong here with us among the clouds. – Lando
1,"When you look at the dark side, careful you must be… for the dark side looks back. – Yoda"
1,"She may not look like much, but she’s got it where it counts, kid. – Hans Solo"
1,The ability to speak does not make you intelligent. – Qui-Gon Jinn
1,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid. – Han Solo"
1,"There is no escape! Don’t make me destroy you. Luke, you do not yet realize your importance. You’ve only begun to discover your power! – Darth Vader"
1,"You will know when you are calm, at peace, passive. A Jedi uses the Force for knowledge and defense, never for attack. – Yoda"
1,"When I found you, I saw raw, untamed power, and beyond that, something truly special. – Supreme Leader Snoke"
1,"Judge me by my size, do you? – Yoda"
1,Be mindful of your thoughts Anakin. They’ll betray you. – Obi-Wan Kenobi
1,"Anakin, you’re breaking my heart! And you’re going down a path I cannot follow! – Padme Amidala"
1,The force is strong with this one. – Darth Vader
1,"A George Lucas creation – Star Wars is incredible because it is extremely diverse… it is an adventure, a love story, sci-fi, action movie plus fantasy combined."
1,"To me, watching Star Wars is like going to an international buffet when I don’t know what I’m craving. It has EVERYTHING!"
1,"Star Wars is controversial, people either like it or hate it."
1,"Before I decided to commit myself to watch all of Star Wars movies, I asked my friends to describe Star Wars in a word."
1,"People described it as Hope, Poetry, Joy, Luminous, Mythic, and even Kaboom… but Boring is a word I never hear from anyone."
1,Which is a good thing because the last thing I want is to waste hours watching boring movies about wars that happened in a galaxy far far away.
1,Here are some of the most memorable quotes that I have found in Star Wars so you can reminisce over your childhood memories and be inspired to rewatch the entire saga.
