,Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
25,1,2010-07-30,81.84,2.64,21659.948129028573,21659.948129028573,21659.948129028573,21659.948129028573,21659.948129028573,211.36990319999995,7.787000000000001,0,A,151315
26,1,2010-08-06,87.16,2.627,21660.72552315714,21660.72552315714,21660.72552315714,21660.72552315714,21660.72552315714,211.5046621,7.787000000000001,0,A,151315
27,1,2010-08-13,87.0,2.692,21660.731203014286,21660.731203014286,21660.731203014286,21660.731203014286,21660.731203014286,211.6394211,7.787000000000001,0,A,151315
28,1,2010-08-20,86.65,2.664,21660.6720519,21660.6720519,21660.6720519,21660.6720519,21660.6720519,211.6033633,7.787000000000001,0,A,151315
29,1,2010-08-27,85.22,2.619,21660.456186514286,21660.456186514286,21660.456186514286,21660.456186514286,21660.456186514286,211.5673056,7.787000000000001,0,A,151315
30,1,2010-09-03,81.21,2.577,21659.87217827143,21659.87217827143,21659.87217827143,21659.87217827143,21659.87217827143,211.53124790000004,7.787000000000001,0,A,151315
31,1,2010-09-10,78.69,2.565,21659.648170028573,21659.648170028573,21659.648170028573,21659.648170028573,21659.648170028573,211.4951902,7.787000000000001,1,A,151315
32,1,2010-09-17,82.11,2.582,21660.000208514284,21660.000208514284,21660.000208514284,21660.000208514284,21660.000208514284,211.5224596,7.787000000000001,0,A,151315
33,1,2010-09-24,80.94,2.624,21659.849746371427,21659.849746371427,21659.849746371427,21659.849746371427,21659.849746371427,211.5972246,7.787000000000001,0,A,151315
34,1,2010-10-01,71.89,2.603,21658.57185564286,21658.57185564286,21658.57185564286,21658.57185564286,21658.57185564286,211.6719895,7.837999999999999,0,A,151315
35,1,2010-10-08,63.93,2.633,21657.449679200003,21657.449679200003,21657.449679200003,21657.449679200003,21657.449679200003,211.7467544,7.837999999999999,0,A,151315
36,1,2010-10-15,67.18,2.72,21657.935963371427,21657.935963371427,21657.935963371427,21657.935963371427,21657.935963371427,211.8137436,7.837999999999999,0,A,151315
37,1,2010-10-22,69.86,2.725,21658.32632767143,21658.32632767143,21658.32632767143,21658.32632767143,21658.32632767143,211.8612937,7.837999999999999,0,A,151315
38,1,2010-10-29,69.64,2.716,21658.300406257145,21658.300406257145,21658.300406257145,21658.300406257145,21658.300406257145,211.9088438,7.837999999999999,0,A,151315
39,1,2010-11-05,58.74,2.689,21656.74619912857,21656.74619912857,21656.74619912857,21656.74619912857,21656.74619912857,211.9563939,7.837999999999999,0,A,151315
40,1,2010-11-12,59.61,2.728,21656.882849142858,21656.882849142858,21656.882849142858,21656.882849142858,21656.882849142858,212.003944,7.837999999999999,0,A,151315
41,1,2010-11-19,51.41,2.7710000000000004,21655.7012391,21655.7012391,21655.7012391,21655.7012391,21655.7012391,211.8896737,7.837999999999999,0,A,151315
42,1,2010-11-26,64.52,2.735,21657.69163332857,21657.69163332857,21657.69163332857,21657.69163332857,21657.69163332857,211.7484333,7.837999999999999,1,A,151315
43,1,2010-12-03,49.27,2.708,21655.34617042857,21655.34617042857,21655.34617042857,21655.34617042857,21655.34617042857,211.607193,7.837999999999999,0,A,151315
44,1,2010-12-10,46.33,2.843,21654.925278942857,21654.925278942857,21654.925278942857,21654.925278942857,21654.925278942857,211.4659526,7.837999999999999,0,A,151315
45,1,2010-12-17,49.84,2.869,21655.421758914286,21655.421758914286,21655.421758914286,21655.421758914286,21655.421758914286,211.4053124,7.837999999999999,0,A,151315
46,1,2010-12-24,52.33,2.886,21655.7798746,21655.7798746,21655.7798746,21655.7798746,21655.7798746,211.4051222,7.837999999999999,0,A,151315
47,1,2010-12-31,48.43,2.943,21655.373704585712,21655.373704585712,21655.373704585712,21655.373704585712,21655.373704585712,211.4049321,7.837999999999999,1,A,151315
48,1,2011-01-07,48.27,2.9760000000000004,21655.198963128572,21655.198963128572,21655.198963128572,21655.198963128572,21655.198963128572,211.40474190000003,7.742000000000001,0,A,151315
49,1,2011-01-14,35.4,2.983,21653.368915842857,21653.368915842857,21653.368915842857,21653.368915842857,21653.368915842857,211.4574109,7.742000000000001,0,A,151315
50,1,2011-01-21,44.04,3.016,21654.660747757145,21654.660747757145,21654.660747757145,21654.660747757145,21654.660747757145,211.82723430000004,7.742000000000001,0,A,151315
51,1,2011-01-28,43.83,3.01,21654.682722528574,21654.682722528574,21654.682722528574,21654.682722528574,21654.682722528574,212.1970577,7.742000000000001,0,A,151315
52,1,2011-02-04,42.27,2.989,21654.509697314286,21654.509697314286,21654.509697314286,21654.509697314286,21654.509697314286,212.5668812,7.742000000000001,0,A,151315
53,1,2011-02-11,36.39,3.022,21653.870100657143,21653.870100657143,21653.870100657143,21653.870100657143,21653.870100657143,212.9367046,7.742000000000001,1,A,151315
54,1,2011-02-18,57.36,3.045,21656.7706979,21656.7706979,21656.7706979,21656.7706979,21656.7706979,213.2478853,7.742000000000001,0,A,151315
55,1,2011-02-25,62.9,3.065,21657.606087,21657.606087,21657.606087,21657.606087,21657.606087,213.535609,7.742000000000001,0,A,151315
56,1,2011-03-04,59.58,3.2880000000000003,21657.204761814286,21657.204761814286,21657.204761814286,21657.204761814286,21657.204761814286,213.8233327,7.742000000000001,0,A,151315
57,1,2011-03-11,53.56,3.459,21656.410293771427,21656.410293771427,21656.410293771427,21656.410293771427,21656.410293771427,214.1110564,7.742000000000001,0,A,151315
58,1,2011-03-18,62.76,3.488,21657.76467305714,21657.76467305714,21657.76467305714,21657.76467305714,21657.76467305714,214.3627114,7.742000000000001,0,A,151315
59,1,2011-03-25,69.97,3.4730000000000003,21658.82641984286,21658.82641984286,21658.82641984286,21658.82641984286,21658.82641984286,214.5999389,7.742000000000001,0,A,151315
60,1,2011-04-01,59.17,3.524,21657.31616662857,21657.31616662857,21657.31616662857,21657.31616662857,21657.31616662857,214.8371664,7.682,0,A,151315
61,1,2011-04-08,67.84,3.622,21658.6026277,21658.6026277,21658.6026277,21658.6026277,21658.6026277,215.0743939,7.682,0,A,151315
62,1,2011-04-15,71.27,3.743,21659.14097944286,21659.14097944286,21659.14097944286,21659.14097944286,21659.14097944286,215.2918561,7.682,0,A,151315
63,1,2011-04-22,72.99,3.807,21659.419843614283,21659.419843614283,21659.419843614283,21659.419843614283,21659.419843614283,215.45990530000003,7.682,0,A,151315
64,1,2011-04-29,72.03,3.81,21659.307136342857,21659.307136342857,21659.307136342857,21659.307136342857,21659.307136342857,215.6279544,7.682,0,A,151315
65,1,2011-05-06,64.61,3.906,21658.28485764286,21658.28485764286,21658.28485764286,21658.28485764286,21658.28485764286,215.7960035,7.682,0,A,151315
66,1,2011-05-13,75.64,3.899,21659.883578942856,21659.883578942856,21659.883578942856,21659.883578942856,21659.883578942856,215.9640526,7.682,0,A,151315
67,1,2011-05-20,67.63,3.907,21658.70756002857,21658.70756002857,21658.70756002857,21658.70756002857,21658.70756002857,215.7339202,7.682,0,A,151315
68,1,2011-05-27,77.72,3.786,21660.09882682857,21660.09882682857,21660.09882682857,21660.09882682857,21660.09882682857,215.5037878,7.682,0,A,151315
69,1,2011-06-03,83.0,3.699,21660.8078079,21660.8078079,21660.8078079,21660.8078079,21660.8078079,215.27365530000003,7.682,0,A,151315
70,1,2011-06-10,83.13,3.648,21660.786217557143,21660.786217557143,21660.786217557143,21660.786217557143,21660.786217557143,215.04352290000003,7.682,0,A,151315
71,1,2011-06-17,86.41,3.637,21661.2467228,21661.2467228,21661.2467228,21661.2467228,21661.2467228,214.9980596,7.682,0,A,151315
72,1,2011-06-24,83.58,3.594,21660.849585457145,21660.849585457145,21660.849585457145,21660.849585457145,21660.849585457145,215.0910982,7.682,0,A,151315
73,1,2011-07-01,85.55,3.524,21661.174305257144,21661.174305257144,21661.174305257144,21661.174305257144,21661.174305257144,215.18413680000003,7.9620000000000015,0,A,151315
74,1,2011-07-08,85.83,3.48,21661.221310771427,21661.221310771427,21661.221310771427,21661.221310771427,21661.221310771427,215.27717540000003,7.9620000000000015,0,A,151315
75,1,2011-07-15,88.54,3.575,21661.634015528572,21661.634015528572,21661.634015528572,21661.634015528572,21661.634015528572,215.3611087,7.9620000000000015,0,A,151315
76,1,2011-07-22,85.77,3.651,21661.257896914285,21661.257896914285,21661.257896914285,21661.257896914285,21661.257896914285,215.4222784,7.9620000000000015,0,A,151315
77,1,2011-07-29,86.83,3.682,21661.4224926,21661.4224926,21661.4224926,21661.4224926,21661.4224926,215.4834482,7.9620000000000015,0,A,151315
78,1,2011-08-05,91.65,3.684,21662.120088285712,21662.120088285712,21662.120088285712,21662.120088285712,21662.120088285712,215.544618,7.9620000000000015,0,A,151315
79,1,2011-08-12,90.76,3.638,21661.995112542856,21661.995112542856,21661.995112542856,21661.995112542856,21661.995112542856,215.6057878,7.9620000000000015,0,A,151315
80,1,2011-08-19,89.94,3.554,21661.875044385717,21661.875044385717,21661.875044385717,21661.875044385717,21661.875044385717,215.6693107,7.9620000000000015,0,A,151315
81,1,2011-08-26,87.96,3.523,21661.5968894,21661.5968894,21661.5968894,21661.5968894,21661.5968894,215.7332258,7.9620000000000015,0,A,151315
82,1,2011-09-02,87.83,3.533,21661.588877271428,21661.588877271428,21661.588877271428,21661.588877271428,21661.588877271428,215.7971409,7.9620000000000015,0,A,151315
83,1,2011-09-09,76.0,3.5460000000000003,21660.052722285713,21660.052722285713,21660.052722285713,21660.052722285713,21660.052722285713,215.861056,7.9620000000000015,1,A,151315
84,1,2011-09-16,79.94,3.526,21660.495578942857,21660.495578942857,21660.495578942857,21660.495578942857,21660.495578942857,216.0410526,7.9620000000000015,0,A,151315
85,1,2011-09-23,75.8,3.467,21659.94354637143,21659.94354637143,21659.94354637143,21659.94354637143,21659.94354637143,216.3758246,7.9620000000000015,0,A,151315
86,1,2011-09-30,79.69,3.355,21660.531085214287,21660.531085214287,21660.531085214287,21660.531085214287,21660.531085214287,216.7105965,7.9620000000000015,0,A,151315
87,1,2011-10-07,69.31,3.285,21659.07233834286,21659.07233834286,21659.07233834286,21659.07233834286,21659.07233834286,217.0453684,7.866,0,A,151315
88,1,2011-10-14,71.74,3.274,21659.4621819,21659.4621819,21659.4621819,21659.4621819,21659.4621819,217.3552733,7.866,0,A,151315
89,1,2011-10-21,63.71,3.353,21658.349282314284,21658.349282314284,21658.349282314284,21658.349282314284,21658.349282314284,217.5159762,7.866,0,A,151315
90,1,2011-10-28,66.57,3.372,21658.783525585714,21658.783525585714,21658.783525585714,21658.783525585714,21658.783525585714,217.6766791,7.866,0,A,151315
91,1,2011-11-04,54.98,3.332,21657.14505457143,21657.14505457143,21657.14505457143,21657.14505457143,21657.14505457143,217.837382,7.866,0,A,151315
92,1,2011-11-11,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,0,A,151315
93,1,2011-11-18,62.25,3.3080000000000003,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,0,A,151315
94,1,2011-11-25,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,1,A,151315
95,1,2011-12-02,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,0,A,151315
96,1,2011-12-09,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,0,A,151315
97,1,2011-12-16,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.17945330000003,7.866,0,A,151315
98,1,2011-12-23,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,0,A,151315
99,1,2011-12-30,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,1,A,151315
100,1,2012-01-06,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,0,A,151315
101,1,2012-01-13,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,0,A,151315
102,1,2012-01-20,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,0,A,151315
103,1,2012-01-27,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,0,A,151315
104,1,2012-02-03,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,0,A,151315
105,1,2012-02-10,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,1,A,151315
106,1,2012-02-17,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,0,A,151315
107,1,2012-02-24,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,0,A,151315
108,1,2012-03-02,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,0,A,151315
109,1,2012-03-09,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,0,A,151315
110,1,2012-03-16,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,0,A,151315
111,1,2012-03-23,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,0,A,151315
112,1,2012-03-30,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,0,A,151315
113,1,2012-04-06,70.43,3.891,10121.97,15461.832691927271,77.98,3750.59,4510.72,221.4356112,7.143,0,A,151315
114,1,2012-04-13,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,0,A,151315
115,1,2012-04-20,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,0,A,151315
116,1,2012-04-27,67.23,3.814,3221.25,14697.448630618183,35.49,577.14,6222.25,221.6179368,7.143,0,A,151315
117,1,2012-05-04,75.55,3.749,21290.13,16474.77489090909,69.89,4977.35,3261.04,221.6718,7.143,0,A,151315
118,1,2012-05-11,73.77,3.688,8351.4,15050.478787563636,10.52,2443.14,3127.88,221.7256632,7.143,0,A,151315
119,1,2012-05-18,70.33,3.63,6154.14,15000.160515818181,45.11,1675.49,5508.18,221.742674,7.143,0,A,151315
120,1,2012-05-25,77.22,3.5610000000000004,4039.39,14679.212631272727,745.19,1429.96,3631.13,221.744944,7.143,0,A,151315
121,1,2012-06-01,77.95,3.5010000000000003,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,0,A,151315
122,1,2012-06-08,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,0,A,151315
123,1,2012-06-15,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,0,A,151315
124,1,2012-06-22,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,0,A,151315
125,1,2012-06-29,84.88,3.286,3965.73,161.6,14582.676581818181,435.99,4212.97,221.8434,7.143,0,A,151315
126,1,2012-07-06,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,0,A,151315
127,1,2012-07-13,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,0,A,151315
128,1,2012-07-20,80.42,3.3110000000000004,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,0,A,151315
129,1,2012-07-27,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,0,A,151315
130,1,2012-08-03,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,0,A,151315
131,1,2012-08-10,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,0,A,151315
132,1,2012-08-17,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.03841090000003,6.908,0,A,151315
133,1,2012-08-24,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,0,A,151315
134,1,2012-08-31,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,0,A,151315
135,1,2012-09-07,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,1,A,151315
136,1,2012-09-14,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,0,A,151315
137,1,2012-09-21,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,0,A,151315
138,1,2012-09-28,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,0,A,151315
139,1,2012-10-05,68.55,3.617,8077.89,15177.963770654545,18.22,3617.43,3626.14,223.1814772,6.573,0,A,151315
140,1,2012-10-12,62.99,3.6010000000000004,2086.18,14566.876845136365,8.11,602.36,5926.45,223.3812965,6.573,0,A,151315
141,1,2012-10-19,67.97,3.594,950.33,14087.811156663636,4.93,80.25,2312.85,223.4257233,6.573,0,A,151315
142,1,2012-10-26,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,0,A,151315
143,1,2012-11-02,55.32,3.386,6766.44,5147.7,50.82,3639.9,2737.42,223.4627793,6.573,0,A,151315
144,1,2012-11-09,61.24,3.314,11421.32,3370.89,40.28,4646.79,6154.16,223.48130730000003,6.573,0,A,151315
145,1,2012-11-16,52.92,3.252,9696.28,292.1,103.78,1133.15,6612.69,223.5129105,6.573,0,A,151315
146,1,2012-11-23,56.23,3.2110000000000003,883.59,4.17,74910.32,209.91,303.32,223.5619474,6.573,1,A,151315
147,1,2012-11-30,52.34,3.207,2460.03,15001.5473622,3838.35,150.57,6966.34,223.6109842,6.573,0,A,151315
148,1,2012-12-07,64.12,3.198,6343.16,15573.046456463635,270.0,2928.9,10147.9,223.6600211,6.573,0,A,151315
149,1,2012-12-14,48.89,3.168,3504.83,14508.440025154547,73.26,1636.8,2779.6,223.7192767,6.573,0,A,151315
150,1,2012-12-21,56.02,3.0980000000000003,8231.71,14845.764622318182,274.0,358.15,2834.02,223.8398455,6.573,0,A,151315
151,1,2012-12-28,44.79,3.108,12659.55,37101.13,174.78,74.46,1208.86,223.9604143,6.573,1,A,151315
152,1,2013-01-04,41.73,3.161,1214.08,25366.33,15.01,72.36,3940.02,224.080983,6.525,0,A,151315
153,1,2013-01-11,50.32,3.2430000000000003,6520.24,16134.6,12.17,774.55,4001.25,224.2015518,6.525,0,A,151315
154,1,2013-01-18,42.92,3.237,3772.69,3559.46,3.88,246.62,1900.4,224.2358132,6.525,0,A,151315
155,1,2013-01-25,53.37,3.227,965.89,1097.91,0.1,225.36,1831.88,224.2355518,6.525,0,A,151315
156,1,2013-02-01,56.46,3.244,9290.91,1359.9,265.0,20657.82,972.61,224.2352903,6.525,0,A,151315
157,1,2013-02-08,56.67,3.417,32355.16,729.8,280.89,20426.61,4671.78,224.2350289,6.525,1,A,151315
158,1,2013-02-15,49.66,3.475,72937.29,6665.52,47.21,13014.67,6310.18,224.2760526,6.525,0,A,151315
159,1,2013-02-22,50.25,3.597,20107.75,3163.89,42.2,15657.3,5812.86,224.4202895,6.525,0,A,151315
160,1,2013-03-01,48.01,3.711,10610.74,261.46,2.8,25.54,2747.59,224.56452630000004,6.525,0,A,151315
161,1,2013-03-08,50.81,3.658,5000.58,290.46,78.77,606.15,3697.11,224.7087632,6.525,0,A,151315
162,1,2013-03-15,55.33,3.622,3808.13,14541.442061890908,15.65,2616.6,1909.17,224.8356808,6.525,0,A,151315
163,1,2013-03-22,63.42,3.611,12553.98,15817.905936409092,495.1,6787.75,2545.66,224.9193005,6.525,0,A,151315
164,1,2013-03-29,51.0,3.606,13067.46,15371.020356381818,384.9,122.93,3903.8,225.0029202,6.525,0,A,151315
165,1,2013-04-05,58.59,3.583,12872.34,5687.86,485.97,478.04,5092.33,225.0865399,6.314,0,A,151315
166,1,2013-04-12,62.72,3.529,3672.43,932.58,52.86,949.07,2836.64,225.1701596,6.314,0,A,151315
167,1,2013-04-19,67.1,3.451,3530.36,3.95,107.5,458.76,2062.05,225.1701596,6.314,0,A,151315
168,1,2013-04-26,59.23,3.417,2387.72,14184.918287236362,98.34,516.28,1421.63,225.1701596,6.314,0,A,151315
169,1,2013-05-03,66.66,3.386,2298.63,2.0,129.9,55.46,1301.04,15517.3076,15517.3076,0,A,151315
170,1,2013-05-10,63.9,3.392,4624.61,83.88,42.38,1618.31,8144.9,16589.7372,16589.7372,0,A,151315
171,1,2013-05-17,69.53,3.454,16170.5,92.0,8.32,4127.24,6206.97,17799.4014,17799.4014,0,A,151315
172,1,2013-05-24,77.19,3.494,7959.89,178.0,1621.47,3152.57,2938.7,16724.7314,16724.7314,0,A,151315
173,1,2013-05-31,78.02,3.466,2369.77,142.45,475.35,45.55,2056.84,15648.7446,15648.7446,0,A,151315
174,1,2013-06-07,76.44,3.439,3514.75,742.59,116.15,1015.44,5137.09,16192.189900000001,16192.189900000001,0,A,151315
175,1,2013-06-14,79.86,3.431,12592.32,527.48,402.88,7474.56,2484.44,17488.0971,17488.0971,0,A,151315
176,1,2013-06-21,81.35,3.479,8104.02,417.99,327.33,5182.25,3754.44,16918.6859,16918.6859,0,A,151315
177,1,2013-06-28,83.94,3.495,4205.98,796.7,6.84,3816.78,4812.74,16504.2475,16504.2475,0,A,151315
178,1,2013-07-05,79.85,3.422,7649.99,3503.29,1766.77,9454.96,1079.89,17485.4172,17485.4172,0,A,151315
179,1,2013-07-12,83.12,3.4,6089.94,1362.42,209.62,2367.42,2651.05,16408.297,16408.297,0,A,151315
180,1,2013-07-19,79.26,3.556,3117.04,1060.39,199.05,1012.3,5381.72,16216.9316,16216.9316,0,A,151315
181,1,2013-07-26,81.54,3.62,332.17,673.19,1.0,38.63,1245.2,15369.135,15369.135,0,A,151315
182,2,2010-02-05,40.19,2.572,28938.69122932857,28938.69122932857,28938.69122932857,28938.69122932857,28938.69122932857,210.75260530000003,8.324,0,A,202307
183,2,2010-02-12,38.49,2.548,28938.608570499997,28938.608570499997,28938.608570499997,28938.608570499997,28938.608570499997,210.8979935,8.324,1,A,202307
184,2,2010-02-19,39.69,2.514,28938.63902292857,28938.63902292857,28938.63902292857,28938.63902292857,28938.63902292857,210.9451605,8.324,0,A,202307
185,2,2010-02-26,46.1,2.5610000000000004,28939.56585104286,28939.56585104286,28939.56585104286,28939.56585104286,28939.56585104286,210.97595730000003,8.324,0,A,202307
186,2,2010-03-05,47.17,2.625,28939.732250600002,28939.732250600002,28939.732250600002,28939.732250600002,28939.732250600002,211.0067542,8.324,0,A,202307
187,2,2010-03-12,57.56,2.667,28941.226935857143,28941.226935857143,28941.226935857143,28941.226935857143,28941.226935857143,211.037551,8.324,0,A,202307
188,2,2010-03-19,54.52,2.72,28940.776761657144,28940.776761657144,28940.776761657144,28940.776761657144,28940.776761657144,210.8733316,8.324,0,A,202307
189,2,2010-03-26,51.26,2.732,28940.2846585,28940.2846585,28940.2846585,28940.2846585,28940.2846585,210.6766095,8.324,0,A,202307
190,2,2010-04-02,63.27,2.719,28941.952698200002,28941.952698200002,28941.952698200002,28941.952698200002,28941.952698200002,210.4798874,8.2,0,A,202307
191,2,2010-04-09,65.41,2.77,28942.237595042858,28942.237595042858,28942.237595042858,28942.237595042858,28942.237595042858,210.2831653,8.2,0,A,202307
192,2,2010-04-16,68.07,2.8080000000000003,28942.603935185714,28942.603935185714,28942.603935185714,28942.603935185714,28942.603935185714,210.1495463,8.2,0,A,202307
193,2,2010-04-23,65.11,2.795,28942.172152114283,28942.172152114283,28942.172152114283,28942.172152114283,28942.172152114283,210.1000648,8.2,0,A,202307
194,2,2010-04-30,66.98,2.78,28942.43008332857,28942.43008332857,28942.43008332857,28942.43008332857,28942.43008332857,210.0505833,8.2,0,A,202307
195,2,2010-05-07,71.28,2.835,28943.0451574,28943.0451574,28943.0451574,28943.0451574,28943.0451574,210.0011018,8.2,0,A,202307
196,2,2010-05-14,73.31,2.854,28943.337494071427,28943.337494071427,28943.337494071427,28943.337494071427,28943.337494071427,209.9984585,8.2,0,A,202307
197,2,2010-05-21,74.83,2.826,28943.590406328574,28943.590406328574,28943.590406328574,28943.590406328574,28943.590406328574,210.2768443,8.2,0,A,202307
